Seconds;mV
297.140;0.465
297.144;0.480
297.148;0.445
297.152;0.430
297.156;0.390
297.160;0.380
297.164;0.345
297.168;0.335
297.172;0.360
297.176;0.370
297.180;0.350
297.184;0.380
297.188;0.435
297.192;0.440
297.196;0.430
297.200;0.475
297.204;0.470
297.208;0.475
297.212;0.430
297.216;0.415
297.220;0.395
297.224;0.420
297.228;0.400
297.232;0.415
297.236;0.390
297.240;0.380
297.244;0.390
297.248;0.360
297.252;0.320
297.256;0.340
297.260;0.335
297.264;0.330
297.268;0.330
297.272;0.330
297.276;0.305
297.280;0.320
297.284;0.320
297.288;0.315
297.292;0.310
297.296;0.305
297.300;0.310
297.304;0.310
297.308;0.305
297.312;0.270
297.316;0.280
297.320;0.270
297.324;0.250
297.328;0.245
297.332;0.240
297.336;0.240
297.340;0.235
297.344;0.250
297.348;0.270
297.352;0.225
297.356;0.240
297.360;0.265
297.364;0.235
297.368;0.245
297.372;0.240
297.376;0.240
297.380;0.245
297.384;0.240
297.388;0.245
297.392;0.265
297.396;0.225
297.400;0.235
297.404;0.230
297.408;0.200
297.412;0.245
297.416;0.240
297.420;0.240
297.424;0.215
297.428;0.230
297.432;0.205
297.436;0.230
297.440;0.215
297.444;0.230
297.448;0.220
297.452;0.220
297.456;0.220
297.460;0.215
297.464;0.245
297.468;0.235
297.472;0.250
297.476;0.260
297.480;0.265
297.484;0.265
297.488;0.255
297.492;0.260
297.496;0.265
297.500;0.270
297.504;0.275
297.508;0.260
297.512;0.270
297.516;0.280
297.520;0.305
297.524;0.290
297.528;0.295
297.532;0.260
297.536;0.270
297.540;0.270
297.544;0.300
297.548;0.285
297.552;0.275
297.556;0.265
297.560;0.275
297.564;0.245
297.568;0.260
297.572;0.250
297.576;0.250
297.580;0.220
297.584;0.255
297.588;0.225
297.592;0.225
297.596;0.255
297.600;0.225
297.604;0.220
297.608;0.225
297.612;0.240
297.616;0.205
297.620;0.215
297.624;0.205
297.628;0.210
297.632;0.205
297.636;0.215
297.640;0.235
297.644;0.225
297.648;0.245
297.652;0.210
297.656;0.215
297.660;0.200
297.664;0.195
297.668;0.215
297.672;0.185
297.676;0.185
297.680;0.190
297.684;0.195
297.688;0.200
297.692;0.195
297.696;0.230
297.700;0.210
297.704;0.225
297.708;0.225
297.712;0.235
297.716;0.195
297.720;0.220
297.724;0.230
297.728;0.205
297.732;0.220
297.736;0.200
297.740;0.195
297.744;0.215
297.748;0.230
297.752;0.205
297.756;0.185
297.760;0.195
297.764;0.200
297.768;0.190
297.772;0.155
297.776;0.175
297.780;0.160
297.784;0.160
297.788;0.160
297.792;0.160
297.796;0.150
297.800;0.135
297.804;0.125
297.808;0.140
297.812;0.110
297.816;0.130
297.820;0.135
297.824;0.135
297.828;0.125
297.832;0.115
297.836;0.100
297.840;0.090
297.844;0.090
297.848;0.075
297.852;0.095
297.856;0.100
297.860;0.095
297.864;0.070
297.868;0.000
297.872;-0.060
297.876;-0.130
297.880;-0.180
297.884;-0.195
297.888;-0.090
297.892;0.100
297.896;0.280
297.900;0.405
297.904;0.495
297.908;0.505
297.912;0.475
297.916;0.420
297.920;0.370
297.924;0.300
297.928;0.280
297.932;0.270
297.936;0.265
297.940;0.230
297.944;0.235
297.948;0.220
297.952;0.210
297.956;0.230
297.960;0.240
297.964;0.220
297.968;0.225
297.972;0.255
297.976;0.240
297.980;0.265
297.984;0.225
297.988;0.215
297.992;0.195
297.996;0.160
298.000;0.140
298.004;0.165
298.008;0.115
298.012;0.155
298.016;0.175
298.020;0.195
298.024;0.230
298.028;0.225
298.032;0.245
298.036;0.230
298.040;0.245
298.044;0.250
298.048;0.250
298.052;0.250
298.056;0.240
298.060;0.235
298.064;0.210
298.068;0.215
298.072;0.255
298.076;0.225
298.080;0.220
298.084;0.205
298.088;0.205
298.092;0.195
298.096;0.210
298.100;0.220
298.104;0.210
298.108;0.185
298.112;0.205
298.116;0.200
298.120;0.180
298.124;0.180
298.128;0.180
298.132;0.155
298.136;0.155
298.140;0.155
298.144;0.175
298.148;0.150
298.152;0.155
298.156;0.175
298.160;0.150
298.164;0.170
298.168;0.175
298.172;0.160
298.176;0.150
298.180;0.135
298.184;0.175
298.188;0.170
298.192;0.145
298.196;0.180
298.200;0.185
298.204;0.175
298.208;0.170
298.212;0.185
298.216;0.175
298.220;0.180
298.224;0.180
298.228;0.190
298.232;0.190
298.236;0.200
298.240;0.200
298.244;0.180
298.248;0.190
298.252;0.195
298.256;0.205
298.260;0.205
298.264;0.210
298.268;0.220
298.272;0.205
298.276;0.200
298.280;0.220
298.284;0.235
298.288;0.210
298.292;0.230
298.296;0.210
298.300;0.215
298.304;0.195
298.308;0.205
298.312;0.215
298.316;0.200
298.320;0.205
298.324;0.205
298.328;0.220
298.332;0.210
298.336;0.200
298.340;0.210
298.344;0.225
298.348;0.215
298.352;0.220
298.356;0.205
298.360;0.205
298.364;0.205
298.368;0.200
298.372;0.200
298.376;0.200
298.380;0.210
298.384;0.225
298.388;0.220
298.392;0.210
298.396;0.230
298.400;0.215
298.404;0.235
298.408;0.220
298.412;0.225
298.416;0.215
298.420;0.240
298.424;0.220
298.428;0.240
298.432;0.240
298.436;0.230
298.440;0.255
298.444;0.220
298.448;0.245
298.452;0.240
298.456;0.215
298.460;0.225
298.464;0.235
298.468;0.240
298.472;0.250
298.476;0.260
298.480;0.255
298.484;0.220
298.488;0.210
298.492;0.250
298.496;0.220
298.500;0.225
298.504;0.250
298.508;0.275
298.512;0.255
298.516;0.255
298.520;0.250
298.524;0.260
298.528;0.270
298.532;0.275
298.536;0.275
298.540;0.285
298.544;0.280
298.548;0.250
298.552;0.255
298.556;0.250
298.560;0.245
298.564;0.260
298.568;0.260
298.572;0.265
298.576;0.270
298.580;0.240
298.584;0.240
298.588;0.250
298.592;0.240
298.596;0.255
298.600;0.230
298.604;0.240
298.608;0.225
298.612;0.230
298.616;0.200
298.620;0.205
298.624;0.205
298.628;0.230
298.632;0.225
298.636;0.215
298.640;0.215
298.644;0.200
298.648;0.225
298.652;0.210
298.656;0.195
298.660;0.220
298.664;0.245
298.668;0.235
298.672;0.225
298.676;0.230
298.680;0.210
298.684;0.150
298.688;0.110
298.692;0.040
298.696;-0.030
298.700;-0.060
298.704;-0.055
298.708;0.105
298.712;0.340
298.716;0.515
298.720;0.600
298.724;0.675
298.728;0.645
298.732;0.585
298.736;0.515
298.740;0.430
298.744;0.425
298.748;0.385
298.752;0.385
298.756;0.355
298.760;0.315
298.764;0.300
298.768;0.285
298.772;0.280
298.776;0.270
298.780;0.280
298.784;0.290
298.788;0.260
298.792;0.225
298.796;0.225
298.800;0.205
298.804;0.200
298.808;0.145
298.812;0.120
298.816;0.105
298.820;0.115
298.824;0.125
298.828;0.100
298.832;0.110
298.836;0.145
298.840;0.150
298.844;0.165
298.848;0.160
298.852;0.160
298.856;0.160
298.860;0.185
298.864;0.150
298.868;0.165
298.872;0.165
298.876;0.160
298.880;0.175
298.884;0.170
298.888;0.165
298.892;0.170
298.896;0.180
298.900;0.175
298.904;0.175
298.908;0.170
298.912;0.180
298.916;0.165
298.920;0.155
298.924;0.155
298.928;0.135
298.932;0.145
298.936;0.180
298.940;0.135
298.944;0.130
298.948;0.150
298.952;0.140
298.956;0.125
298.960;0.125
298.964;0.130
298.968;0.150
298.972;0.130
298.976;0.115
298.980;0.120
298.984;0.100
298.988;0.105
298.992;0.120
298.996;0.100
299.000;0.105
299.004;0.105
299.008;0.140
299.012;0.130
299.016;0.125
299.020;0.140
299.024;0.140
299.028;0.155
299.032;0.145
299.036;0.150
299.040;0.160
299.044;0.145
299.048;0.160
299.052;0.170
299.056;0.170
299.060;0.170
299.064;0.155
299.068;0.160
299.072;0.160
299.076;0.195
299.080;0.155
299.084;0.140
299.088;0.155
299.092;0.135
299.096;0.140
299.100;0.125
299.104;0.110
299.108;0.140
299.112;0.140
299.116;0.145
299.120;0.155
299.124;0.140
299.128;0.120
299.132;0.125
299.136;0.120
299.140;0.125
299.144;0.125
299.148;0.135
299.152;0.135
299.156;0.135
299.160;0.110
299.164;0.140
299.168;0.135
299.172;0.130
299.176;0.165
299.180;0.145
299.184;0.150
299.188;0.130
299.192;0.165
299.196;0.150
299.200;0.135
299.204;0.130
299.208;0.170
299.212;0.165
299.216;0.160
299.220;0.170
299.224;0.170
299.228;0.180
299.232;0.180
299.236;0.190
299.240;0.185
299.244;0.180
299.248;0.200
299.252;0.200
299.256;0.205
299.260;0.180
299.264;0.195
299.268;0.190
299.272;0.165
299.276;0.190
299.280;0.195
299.284;0.185
299.288;0.210
299.292;0.210
299.296;0.175
299.300;0.195
299.304;0.200
299.308;0.205
299.312;0.200
299.316;0.220
299.320;0.230
299.324;0.240
299.328;0.240
299.332;0.260
299.336;0.245
299.340;0.260
299.344;0.270
299.348;0.255
299.352;0.250
299.356;0.260
299.360;0.245
299.364;0.240
299.368;0.250
299.372;0.240
299.376;0.235
299.380;0.250
299.384;0.230
299.388;0.240
299.392;0.225
299.396;0.240
299.400;0.215
299.404;0.215
299.408;0.225
299.412;0.225
299.416;0.210
299.420;0.225
299.424;0.205
299.428;0.230
299.432;0.235
299.436;0.215
299.440;0.230
299.444;0.220
299.448;0.210
299.452;0.210
299.456;0.220
299.460;0.235
299.464;0.205
299.468;0.205
299.472;0.220
299.476;0.220
299.480;0.225
299.484;0.235
299.488;0.210
299.492;0.175
299.496;0.110
299.500;0.035
299.504;-0.020
299.508;-0.085
299.512;-0.100
299.516;0.000
299.520;0.220
299.524;0.435
299.528;0.560
299.532;0.635
299.536;0.655
299.540;0.610
299.544;0.525
299.548;0.460
299.552;0.435
299.556;0.390
299.560;0.380
299.564;0.375
299.568;0.355
299.572;0.325
299.576;0.320
299.580;0.315
299.584;0.335
299.588;0.295
299.592;0.315
299.596;0.305
299.600;0.295
299.604;0.285
299.608;0.305
299.612;0.295
299.616;0.255
299.620;0.250
299.624;0.220
299.628;0.215
299.632;0.215
299.636;0.205
299.640;0.190
299.644;0.210
299.648;0.220
299.652;0.240
299.656;0.245
299.660;0.240
299.664;0.255
299.668;0.250
299.672;0.240
299.676;0.230
299.680;0.260
299.684;0.255
299.688;0.245
299.692;0.255
299.696;0.235
299.700;0.235
299.704;0.245
299.708;0.205
299.712;0.250
299.716;0.230
299.720;0.240
299.724;0.250
299.728;0.240
299.732;0.245
299.736;0.260
299.740;0.230
299.744;0.235
299.748;0.235
299.752;0.235
299.756;0.235
299.760;0.240
299.764;0.225
299.768;0.235
299.772;0.210
299.776;0.220
299.780;0.230
299.784;0.220
299.788;0.200
299.792;0.215
299.796;0.200
299.800;0.230
299.804;0.215
299.808;0.200
299.812;0.200
299.816;0.205
299.820;0.235
299.824;0.220
299.828;0.230
299.832;0.245
299.836;0.235
299.840;0.245
299.844;0.235
299.848;0.235
299.852;0.245
299.856;0.255
299.860;0.265
299.864;0.280
299.868;0.255
299.872;0.250
299.876;0.250
299.880;0.235
299.884;0.250
299.888;0.230
299.892;0.270
299.896;0.220
299.900;0.195
299.904;0.225
299.908;0.245
299.912;0.230
299.916;0.240
299.920;0.230
299.924;0.235
299.928;0.220
299.932;0.220
299.936;0.220
299.940;0.220
299.944;0.195
299.948;0.220
299.952;0.210
299.956;0.215
299.960;0.215
299.964;0.200
299.968;0.225
299.972;0.200
299.976;0.225
299.980;0.210
299.984;0.225
299.988;0.210
299.992;0.215
299.996;0.220
300.000;0.225
300.004;0.215
300.008;0.210
300.012;0.225
300.016;0.215
300.020;0.230
300.024;0.220
300.028;0.235
300.032;0.230
300.036;0.205
300.040;0.230
300.044;0.235
300.048;0.225
300.052;0.240
300.056;0.215
300.060;0.210
300.064;0.230
300.068;0.230
300.072;0.235
300.076;0.225
300.080;0.225
300.084;0.235
300.088;0.240
300.092;0.245
300.096;0.220
300.100;0.215
300.104;0.225
300.108;0.205
300.112;0.215
300.116;0.200
300.120;0.200
300.124;0.215
300.128;0.215
300.132;0.210
300.136;0.240
300.140;0.250
300.144;0.230
300.148;0.220
300.152;0.230
300.156;0.230
300.160;0.240
300.164;0.240
300.168;0.270
300.172;0.245
300.176;0.235
300.180;0.225
300.184;0.235
300.188;0.220
300.192;0.230
300.196;0.255
300.200;0.230
300.204;0.220
300.208;0.215
300.212;0.205
300.216;0.205
300.220;0.190
300.224;0.240
300.228;0.225
300.232;0.220
300.236;0.220
300.240;0.205
300.244;0.200
300.248;0.225
300.252;0.235
300.256;0.235
300.260;0.230
300.264;0.200
300.268;0.230
300.272;0.240
300.276;0.220
300.280;0.235
300.284;0.225
300.288;0.235
300.292;0.225
300.296;0.245
300.300;0.240
300.304;0.240
300.308;0.200
300.312;0.160
300.316;0.105
300.320;0.035
300.324;-0.030
300.328;-0.065
300.332;-0.015
300.336;0.175
300.340;0.385
300.344;0.515
300.348;0.595
300.352;0.650
300.356;0.640
300.360;0.550
300.364;0.480
300.368;0.440
300.372;0.420
300.376;0.395
300.380;0.390
300.384;0.380
300.388;0.340
300.392;0.330
300.396;0.340
300.400;0.320
300.404;0.330
300.408;0.335
300.412;0.340
300.416;0.345
300.420;0.330
300.424;0.310
300.428;0.285
300.432;0.275
300.436;0.260
300.440;0.235
300.444;0.210
300.448;0.195
300.452;0.195
300.456;0.160
300.460;0.195
300.464;0.210
300.468;0.220
300.472;0.250
300.476;0.245
300.480;0.250
300.484;0.250
300.488;0.255
300.492;0.265
300.496;0.230
300.500;0.250
300.504;0.255
300.508;0.255
300.512;0.250
300.516;0.230
300.520;0.235
300.524;0.215
300.528;0.235
300.532;0.230
300.536;0.240
300.540;0.250
300.544;0.250
300.548;0.240
300.552;0.240
300.556;0.240
300.560;0.240
300.564;0.260
300.568;0.225
300.572;0.250
300.576;0.245
300.580;0.240
300.584;0.225
300.588;0.230
300.592;0.220
300.596;0.235
300.600;0.220
300.604;0.240
300.608;0.240
300.612;0.220
300.616;0.205
300.620;0.230
300.624;0.220
300.628;0.240
300.632;0.235
300.636;0.240
300.640;0.245
300.644;0.250
300.648;0.245
300.652;0.255
300.656;0.270
300.660;0.275
300.664;0.270
300.668;0.280
300.672;0.260
300.676;0.245
300.680;0.245
300.684;0.260
300.688;0.260
300.692;0.310
300.696;0.265
300.700;0.260
300.704;0.275
300.708;0.245
300.712;0.250
300.716;0.215
300.720;0.235
300.724;0.235
300.728;0.235
300.732;0.215
300.736;0.230
300.740;0.230
300.744;0.210
300.748;0.230
300.752;0.210
300.756;0.235
300.760;0.210
300.764;0.195
300.768;0.200
300.772;0.190
300.776;0.205
300.780;0.210
300.784;0.220
300.788;0.230
300.792;0.215
300.796;0.230
300.800;0.210
300.804;0.230
300.808;0.215
300.812;0.245
300.816;0.230
300.820;0.220
300.824;0.225
300.828;0.230
300.832;0.245
300.836;0.225
300.840;0.235
300.844;0.240
300.848;0.235
300.852;0.225
300.856;0.230
300.860;0.235
300.864;0.215
300.868;0.230
300.872;0.235
300.876;0.235
300.880;0.225
300.884;0.235
300.888;0.215
300.892;0.210
300.896;0.205
300.900;0.185
300.904;0.230
300.908;0.230
300.912;0.240
300.916;0.205
300.920;0.190
300.924;0.185
300.928;0.190
300.932;0.190
300.936;0.170
300.940;0.195
300.944;0.190
300.948;0.195
300.952;0.210
300.956;0.195
300.960;0.195
300.964;0.195
300.968;0.210
300.972;0.200
300.976;0.205
300.980;0.200
300.984;0.205
300.988;0.210
300.992;0.210
300.996;0.205
301.000;0.195
301.004;0.200
301.008;0.215
301.012;0.210
301.016;0.215
301.020;0.200
301.024;0.205
301.028;0.215
301.032;0.230
301.036;0.215
301.040;0.210
301.044;0.185
301.048;0.195
301.052;0.180
301.056;0.175
301.060;0.180
301.064;0.175
301.068;0.155
301.072;0.160
301.076;0.140
301.080;0.155
301.084;0.130
301.088;0.160
301.092;0.160
301.096;0.140
301.100;0.145
301.104;0.170
301.108;0.170
301.112;0.140
301.116;0.130
301.120;0.100
301.124;0.045
301.128;-0.020
301.132;-0.090
301.136;-0.125
301.140;-0.095
301.144;0.015
301.148;0.265
301.152;0.475
301.156;0.555
301.160;0.615
301.164;0.620
301.168;0.585
301.172;0.515
301.176;0.465
301.180;0.445
301.184;0.400
301.188;0.405
301.192;0.380
301.196;0.365
301.200;0.345
301.204;0.340
301.208;0.325
301.212;0.315
301.216;0.315
301.220;0.335
301.224;0.315
301.228;0.320
301.232;0.310
301.236;0.285
301.240;0.265
301.244;0.250
301.248;0.225
301.252;0.200
301.256;0.180
301.260;0.195
301.264;0.180
301.268;0.180
301.272;0.190
301.276;0.220
301.280;0.225
301.284;0.235
301.288;0.245
301.292;0.235
301.296;0.230
301.300;0.265
301.304;0.255
301.308;0.265
301.312;0.265
301.316;0.270
301.320;0.280
301.324;0.260
301.328;0.285
301.332;0.275
301.336;0.270
301.340;0.255
301.344;0.270
301.348;0.265
301.352;0.245
301.356;0.265
301.360;0.280
301.364;0.260
301.368;0.275
301.372;0.265
301.376;0.280
301.380;0.255
301.384;0.285
301.388;0.270
301.392;0.265
301.396;0.250
301.400;0.260
301.404;0.245
301.408;0.230
301.412;0.250
301.416;0.235
301.420;0.230
301.424;0.235
301.428;0.240
301.432;0.215
301.436;0.240
301.440;0.250
301.444;0.240
301.448;0.215
301.452;0.225
301.456;0.240
301.460;0.245
301.464;0.255
301.468;0.260
301.472;0.250
301.476;0.280
301.480;0.260
301.484;0.265
301.488;0.265
301.492;0.270
301.496;0.280
301.500;0.280
301.504;0.245
301.508;0.245
301.512;0.255
301.516;0.260
301.520;0.250
301.524;0.270
301.528;0.260
301.532;0.250
301.536;0.250
301.540;0.240
301.544;0.245
301.548;0.255
301.552;0.250
301.556;0.245
301.560;0.240
301.564;0.255
301.568;0.265
301.572;0.260
301.576;0.250
301.580;0.255
301.584;0.260
301.588;0.280
301.592;0.280
301.596;0.250
301.600;0.240
301.604;0.235
301.608;0.255
301.612;0.255
301.616;0.255
301.620;0.275
301.624;0.270
301.628;0.255
301.632;0.260
301.636;0.285
301.640;0.250
301.644;0.250
301.648;0.260
301.652;0.265
301.656;0.250
301.660;0.260
301.664;0.245
301.668;0.225
301.672;0.240
301.676;0.235
301.680;0.260
301.684;0.255
301.688;0.250
301.692;0.245
301.696;0.230
301.700;0.240
301.704;0.240
301.708;0.245
301.712;0.235
301.716;0.240
301.720;0.240
301.724;0.230
301.728;0.230
301.732;0.240
301.736;0.225
301.740;0.205
301.744;0.230
301.748;0.220
301.752;0.235
301.756;0.220
301.760;0.220
301.764;0.220
301.768;0.220
301.772;0.230
301.776;0.230
301.780;0.240
301.784;0.220
301.788;0.255
301.792;0.235
301.796;0.245
301.800;0.220
301.804;0.215
301.808;0.220
301.812;0.210
301.816;0.225
301.820;0.250
301.824;0.235
301.828;0.230
301.832;0.220
301.836;0.210
301.840;0.220
301.844;0.215
301.848;0.205
301.852;0.210
301.856;0.205
301.860;0.220
301.864;0.215
301.868;0.240
301.872;0.235
301.876;0.225
301.880;0.235
301.884;0.225
301.888;0.225
301.892;0.210
301.896;0.195
301.900;0.205
301.904;0.220
301.908;0.205
301.912;0.205
301.916;0.200
301.920;0.210
301.924;0.205
301.928;0.185
301.932;0.160
301.936;0.110
301.940;0.030
301.944;-0.025
301.948;-0.075
301.952;-0.130
301.956;0.000
301.960;0.190
301.964;0.405
301.968;0.495
301.972;0.570
301.976;0.585
301.980;0.560
301.984;0.505
301.988;0.450
301.992;0.395
301.996;0.365
302.000;0.355
302.004;0.330
302.008;0.305
302.012;0.315
302.016;0.305
302.020;0.285
302.024;0.275
302.028;0.265
302.032;0.285
302.036;0.265
302.040;0.265
302.044;0.275
302.048;0.245
302.052;0.225
302.056;0.205
302.060;0.190
302.064;0.145
302.068;0.145
302.072;0.140
302.076;0.145
302.080;0.135
302.084;0.150
302.088;0.150
302.092;0.160
302.096;0.145
302.100;0.150
302.104;0.175
302.108;0.190
302.112;0.205
302.116;0.180
302.120;0.180
302.124;0.175
302.128;0.160
302.132;0.175
302.136;0.215
302.140;0.225
302.144;0.215
302.148;0.195
302.152;0.205
302.156;0.200
302.160;0.180
302.164;0.185
302.168;0.180
302.172;0.195
302.176;0.200
302.180;0.180
302.184;0.195
302.188;0.185
302.192;0.175
302.196;0.190
302.200;0.160
302.204;0.170
302.208;0.170
302.212;0.180
302.216;0.190
302.220;0.175
302.224;0.170
302.228;0.160
302.232;0.160
302.236;0.170
302.240;0.155
302.244;0.135
302.248;0.160
302.252;0.160
302.256;0.170
302.260;0.170
302.264;0.185
302.268;0.200
302.272;0.180
302.276;0.185
302.280;0.205
302.284;0.200
302.288;0.200
302.292;0.200
302.296;0.215
302.300;0.220
302.304;0.190
302.308;0.230
302.312;0.220
302.316;0.225
302.320;0.200
302.324;0.220
302.328;0.210
302.332;0.190
302.336;0.200
302.340;0.195
302.344;0.195
302.348;0.185
302.352;0.170
302.356;0.175
302.360;0.200
302.364;0.200
302.368;0.205
302.372;0.195
302.376;0.225
302.380;0.235
302.384;0.225
302.388;0.215
302.392;0.220
302.396;0.210
302.400;0.210
302.404;0.190
302.408;0.210
302.412;0.190
302.416;0.205
302.420;0.210
302.424;0.205
302.428;0.225
302.432;0.205
302.436;0.210
302.440;0.220
302.444;0.200
302.448;0.195
302.452;0.205
302.456;0.225
302.460;0.205
302.464;0.200
302.468;0.185
302.472;0.180
302.476;0.180
302.480;0.190
302.484;0.210
302.488;0.230
302.492;0.210
302.496;0.210
302.500;0.195
302.504;0.180
302.508;0.195
302.512;0.195
302.516;0.200
302.520;0.190
302.524;0.190
302.528;0.185
302.532;0.195
302.536;0.185
302.540;0.185
302.544;0.200
302.548;0.195
302.552;0.200
302.556;0.185
302.560;0.185
302.564;0.200
302.568;0.185
302.572;0.220
302.576;0.200
302.580;0.200
302.584;0.200
302.588;0.220
302.592;0.230
302.596;0.220
302.600;0.205
302.604;0.215
302.608;0.190
302.612;0.175
302.616;0.190
302.620;0.190
302.624;0.175
302.628;0.185
302.632;0.180
302.636;0.195
302.640;0.190
302.644;0.205
302.648;0.180
302.652;0.185
302.656;0.195
302.660;0.180
302.664;0.190
302.668;0.195
302.672;0.195
302.676;0.190
302.680;0.195
302.684;0.190
302.688;0.175
302.692;0.175
302.696;0.180
302.700;0.190
302.704;0.175
302.708;0.190
302.712;0.185
302.716;0.195
302.720;0.190
302.724;0.190
302.728;0.190
302.732;0.135
302.736;0.090
302.740;0.030
302.744;-0.050
302.748;-0.140
302.752;-0.115
302.756;-0.015
302.760;0.195
302.764;0.420
302.768;0.515
302.772;0.560
302.776;0.580
302.780;0.510
302.784;0.475
302.788;0.430
302.792;0.375
302.796;0.355
302.800;0.355
302.804;0.310
302.808;0.290
302.812;0.275
302.816;0.260
302.820;0.265
302.824;0.250
302.828;0.265
302.832;0.260
302.836;0.250
302.840;0.250
302.844;0.215
302.848;0.210
302.852;0.210
302.856;0.180
302.860;0.140
302.864;0.120
302.868;0.115
302.872;0.125
302.876;0.135
302.880;0.105
302.884;0.125
302.888;0.145
302.892;0.145
302.896;0.165
302.900;0.160
302.904;0.165
302.908;0.165
302.912;0.165
302.916;0.170
302.920;0.170
302.924;0.165
302.928;0.155
302.932;0.155
302.936;0.155
302.940;0.165
302.944;0.155
302.948;0.155
302.952;0.155
302.956;0.130
302.960;0.145
302.964;0.135
302.968;0.130
302.972;0.120
302.976;0.110
302.980;0.120
302.984;0.135
302.988;0.150
302.992;0.140
302.996;0.120
303.000;0.135
303.004;0.130
303.008;0.140
303.012;0.135
303.016;0.130
303.020;0.125
303.024;0.120
303.028;0.125
303.032;0.095
303.036;0.105
303.040;0.120
303.044;0.120
303.048;0.110
303.052;0.120
303.056;0.105
303.060;0.095
303.064;0.125
303.068;0.110
303.072;0.130
303.076;0.155
303.080;0.160
303.084;0.115
303.088;0.120
303.092;0.135
303.096;0.135
303.100;0.150
303.104;0.145
303.108;0.155
303.112;0.135
303.116;0.140
303.120;0.150
303.124;0.155
303.128;0.145
303.132;0.135
303.136;0.140
303.140;0.155
303.144;0.130
303.148;0.140
303.152;0.155
303.156;0.135
303.160;0.150
303.164;0.140
303.168;0.140
303.172;0.130
303.176;0.130
303.180;0.120
303.184;0.140
303.188;0.130
303.192;0.130
303.196;0.120
303.200;0.135
303.204;0.100
303.208;0.125
303.212;0.140
303.216;0.135
303.220;0.135
303.224;0.140
303.228;0.125
303.232;0.140
303.236;0.145
303.240;0.125
303.244;0.140
303.248;0.140
303.252;0.120
303.256;0.150
303.260;0.140
303.264;0.095
303.268;0.115
303.272;0.130
303.276;0.145
303.280;0.165
303.284;0.150
303.288;0.165
303.292;0.160
303.296;0.155
303.300;0.155
303.304;0.130
303.308;0.150
303.312;0.155
303.316;0.150
303.320;0.150
303.324;0.135
303.328;0.140
303.332;0.125
303.336;0.145
303.340;0.130
303.344;0.140
303.348;0.140
303.352;0.135
303.356;0.125
303.360;0.140
303.364;0.130
303.368;0.155
303.372;0.160
303.376;0.185
303.380;0.185
303.384;0.185
303.388;0.190
303.392;0.165
303.396;0.180
303.400;0.195
303.404;0.180
303.408;0.170
303.412;0.175
303.416;0.160
303.420;0.145
303.424;0.140
303.428;0.180
303.432;0.190
303.436;0.180
303.440;0.175
303.444;0.180
303.448;0.160
303.452;0.155
303.456;0.175
303.460;0.180
303.464;0.195
303.468;0.175
303.472;0.190
303.476;0.195
303.480;0.170
303.484;0.180
303.488;0.190
303.492;0.180
303.496;0.185
303.500;0.195
303.504;0.185
303.508;0.160
303.512;0.155
303.516;0.165
303.520;0.160
303.524;0.165
303.528;0.175
303.532;0.170
303.536;0.145
303.540;0.095
303.544;0.025
303.548;-0.045
303.552;-0.120
303.556;-0.145
303.560;-0.065
303.564;0.095
303.568;0.315
303.572;0.420
303.576;0.500
303.580;0.555
303.584;0.515
303.588;0.450
303.592;0.390
303.596;0.345
303.600;0.340
303.604;0.320
303.608;0.290
303.612;0.300
303.616;0.275
303.620;0.275
303.624;0.255
303.628;0.220
303.632;0.245
303.636;0.230
303.640;0.245
303.644;0.275
303.648;0.255
303.652;0.240
303.656;0.215
303.660;0.205
303.664;0.180
303.668;0.145
303.672;0.140
303.676;0.135
303.680;0.125
303.684;0.130
303.688;0.150
303.692;0.170
303.696;0.180
303.700;0.165
303.704;0.185
303.708;0.185
303.712;0.205
303.716;0.210
303.720;0.200
303.724;0.180
303.728;0.205
303.732;0.210
303.736;0.235
303.740;0.200
303.744;0.210
303.748;0.210
303.752;0.205
303.756;0.190
303.760;0.195
303.764;0.215
303.768;0.210
303.772;0.215
303.776;0.225
303.780;0.215
303.784;0.220
303.788;0.220
303.792;0.200
303.796;0.205
303.800;0.200
303.804;0.220
303.808;0.215
303.812;0.180
303.816;0.190
303.820;0.225
303.824;0.205
303.828;0.205
303.832;0.205
303.836;0.190
303.840;0.190
303.844;0.185
303.848;0.165
303.852;0.185
303.856;0.175
303.860;0.180
303.864;0.200
303.868;0.185
303.872;0.200
303.876;0.190
303.880;0.190
303.884;0.215
303.888;0.220
303.892;0.215
303.896;0.210
303.900;0.225
303.904;0.205
303.908;0.225
303.912;0.200
303.916;0.215
303.920;0.195
303.924;0.200
303.928;0.205
303.932;0.210
303.936;0.205
303.940;0.200
303.944;0.200
303.948;0.200
303.952;0.185
303.956;0.195
303.960;0.190
303.964;0.180
303.968;0.165
303.972;0.175
303.976;0.170
303.980;0.180
303.984;0.210
303.988;0.195
303.992;0.190
303.996;0.190
304.000;0.180
304.004;0.165
304.008;0.170
304.012;0.170
304.016;0.160
304.020;0.160
304.024;0.175
304.028;0.165
304.032;0.145
304.036;0.175
304.040;0.185
304.044;0.215
304.048;0.185
304.052;0.180
304.056;0.160
304.060;0.160
304.064;0.160
304.068;0.165
304.072;0.170
304.076;0.145
304.080;0.175
304.084;0.155
304.088;0.160
304.092;0.140
304.096;0.145
304.100;0.155
304.104;0.140
304.108;0.140
304.112;0.155
304.116;0.145
